Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
SYRX;Sysorex Global Holding Corp.;3.59;70035116.51;Technology;EDP Services;NASDAQ;0.64
SYUT;Synutra International, Inc.;5.28;302547764.6;Consumer Non-Durables;Packaged Foods;NASDAQ;0.9
SZMK;Sizmek Inc.;9.77;296993393.9;Consumer Services;Advertising;NASDAQ;12.09
SZYM;Solazyme, Inc.;9.72;738479916;Basic Industries;Major Chemicals;NASDAQ;1.72
TACT;TransAct Technologies Incorporated;10.4;86624252;Technology;Computer peripheral equipment;NASDAQ;3.91
TAIT;Taitron Components Incorporated;0.99;5484358.44;Consumer Non-Durables;Electronic Components;NASDAQ;2.98
TASR;TASER International, Inc.;13.32;717502912.2;Capital Goods;Ordnance And Accessories;NASDAQ;2.29
TAST;Carrols Restaurant Group, Inc.;7.17;252457937;Consumer Services;Restaurants;NASDAQ;3.02
TATT;TAT Technologies Ltd.;7.77;68416683.72;Capital Goods;Aerospace;NASDAQ;9.59
TAX;JTH Holding Inc. D/B/A Liberty Tax Service;27.52;359290882.6;Consumer Services;Other Consumer Services;NASDAQ;5.5
TAXI;Medallion Financial Corp.;13.53;339704353.2;Finance;Finance: Consumer Services;NASDAQ;11.06
TAYC;Taylor Capital Group, Inc.;21.34;626757656.6;Finance;Major Banks;NASDAQ;13.11
TAYD;Taylor Devices, Inc.;8.83;29517065.28;Capital Goods;Industrial Machinery/Components;NASDAQ;6.76
TBBK;The Bancorp, Inc.;15.81;596114500.6;Finance;Major Banks;NASDAQ;9.71
TBIO;Transgenomic, Inc.;3.6;26473302;NA;NA;NASDAQ;1.94
TBNK;Territorial Bancorp Inc.;20.57;203239478.3;Finance;Savings Institutions;NASDAQ;23.08
TCBI;Texas Capital Bancshares, Inc.;51.71;2226647751;Finance;Major Banks;NASDAQ;25.14
TCBIP;Texas Capital Bancshares, Inc.;24.49;146940000;Finance;Major Banks;NASDAQ;25.14
TCBK;TriCo Bancshares;22.81;367795214.6;Finance;Major Banks;NASDAQ;15.94
TCCO;Technical Communications Corporation;4.29;7888971.09;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;5.59
TCFC;The Community Financial Corporation;21.97;102960010.3;Finance;Major Banks;NASDAQ;19.66
TCX;Tucows Inc.;13.49;151194179.8;Technology;EDP Services;NASDAQ;2.6
TEAR;TearLab Corporation;5.01;168221110.7;Health Care;Medical/Dental Instruments;NASDAQ;1.17
TECD;Tech Data Corporation;59.93;2287940358;Technology;Retail: Computer Software & Peripheral Equipment;NASDAQ;36.42
TECH;Techne Corporation;87.34;3231144610;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;21.04
TECU;Tecumseh Products Company;4.91;90735248.44;Capital Goods;Industrial Machinery/Components;NASDAQ;11.02
TELK;Telik, Inc.;1.47;6737151.12;Health Care;Major Pharmaceuticals;NASDAQ;0.13
TESO;Tesco Corporation;21.14;847828642.2;Energy;Metal Fabrications;NASDAQ;13.12
TESS;TESSCO Technologies Incorporated;30.72;255910318.1;Consumer Non-Durables;Electronic Components;NASDAQ;13.99
TFM;The Fresh Market, Inc.;30.52;1477254341;Consumer Services;Food Chains;NASDAQ;5.69
TFSL;TFS Financial Corporation;13.47;4119842927;Finance;Savings Institutions;NASDAQ;6.27
TGA;Transglobe Energy Corp;6.98;522435508.1;Energy;Oil & Gas Production;NASDAQ;6.94
TGE;TGC Industries, Inc.;4.48;98368108.16;Energy;Oil & Gas Production;NASDAQ;3.28
TGEN;Tecogen Inc.;8.03;121696256;NA;NA;NASDAQ;0.42
TGLS;Tecnoglass Inc.;10.26;249424324.4;Consumer Durables;Electronic Components;NASDAQ;2.52
TGTX;TG Therapeutics, Inc.;6.65;250202306.6;Health Care;Major Pharmaceuticals;NASDAQ;1.45
THFF;First Financial Corporation Indiana;32.17;429639100.2;Finance;Major Banks;NASDAQ;29.9
THOR;Thoratec Corporation;33.02;1875536000;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;11.87
THRD;TF Financial Corporation;31.4512;99120406.77;Finance;Banks;NASDAQ;31.67
THRM;Gentherm Inc;39.74;1401772904;Capital Goods;Auto Parts:O.E.M.;NASDAQ;7.13
THRX;Theravance, Inc.;28.65;3226960719;Health Care;Major Pharmaceuticals;NASDAQ;2.34
THST;Truett-Hurst, Inc.;5.09;18322870.02;Consumer Non-Durables;Beverages (Production/Distribution);NASDAQ;2.82
THTI;THT Heat Transfer Technology, Inc.;1.31;26794085;Capital Goods;Metal Fabrications;NASDAQ;3.1
TIBX;TIBCO Software, Inc.;21.01;3418997408;Technology;Computer Software: Prepackaged Software;NASDAQ;5.85
TICC;TICC Capital Corp.;9.65;581061462;NA;NA;NASDAQ;9.78
TIGR;TigerLogic Corporation;1.23;37006869.78;Technology;Computer Software: Prepackaged Software;NASDAQ;1.34
TILE;Interface, Inc.;18;1196469090;Consumer Durables;Home Furnishings;NASDAQ;5.21
TINY;Harris & Harris Group, Inc.;3.31;103276766.4;Finance;Finance/Investors Services;NASDAQ;3.73
TIPT;Tiptree Financial Inc.;9.88;410877821.1;Finance;Specialty Insurers;NASDAQ;19.11
TISA;Top Image Systems, Ltd.;3.87;59624997.12;Technology;Computer peripheral equipment;NASDAQ;2.12
TITN;Titan Machinery Inc.;18.12;385163811.7;Consumer Services;Other Specialty Stores;NASDAQ;19.52
TIVO;TiVo Inc.;11.83;1427781817;Consumer Services;Television Services;NASDAQ;4.02
TLF;Tandy Leather Factory, Inc.;9.295;95118839.53;Consumer Non-Durables;Apparel;NASDAQ;4.53
TLMR;Talmer Bancorp, Inc.;13.68;957485265.8;Finance;Major Banks;NASDAQ;9.97
TLOG;TetraLogic Pharmaceuticals Corporation;4.41;98270997.93;Health Care;Major Pharmaceuticals;NASDAQ;2.07
TMNG;The Management Network Group, Inc.;4.18;36747780.3;Consumer Services;Professional Services;NASDAQ;2.98
TNAV;TeleNav, Inc.;5.46;213796089.8;Capital Goods;Industrial Machinery/Components;NASDAQ;5.31
TNDM;Tandem Diabetes Care, Inc.;16.31;374816587;Health Care;Medical/Dental Instruments;NASDAQ;4.23
TNGO;Tangoe, Inc.;14.64;566317626.7;Technology;Computer Software: Prepackaged Software;NASDAQ;4.38
TNXP;Tonix Pharmaceuticals Holding Corp.;9.5;94327457;Health Care;Major Pharmaceuticals;NASDAQ;4.84
TOPS;TOP Ships Inc.;3.25;27007513;Transportation;Marine Transportation;NASDAQ;3.3
TORM;TOR Minerals International Inc;11;33154242;Basic Industries;Major Chemicals;NASDAQ;13.06
TOWN;Towne Bank;15.47;537820150.1;NA;NA;NASDAQ;14.39
TQNT;TriQuint Semiconductor, Inc.;15.6;2672781680;Technology;Semiconductors;NASDAQ;5.51
TRAK;Dealertrack Technologies, Inc.;39.72;2128126422;Technology;EDP Services;NASDAQ;20.12
TRCB;Two River Bancorp;8.14;64618079.46;Finance;Major Banks;NASDAQ;10.6
TRCH;Torchlight Energy Resources, Inc.;4.35;82233513.6;Energy;Oil & Gas Production;NASDAQ;0.7
TREE;Tree.com, Inc.;24.77;280407521.7;Finance;Finance: Consumer Services;NASDAQ;7.02
TRGT;Targacept, Inc.;3.84;129732821.8;Health Care;Major Pharmaceuticals;NASDAQ;3.67
TRIB;Trinity Biotech plc;24.06;555163471.6;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;8.41
TRIP;TripAdvisor, Inc.;97.77;13947203071;Technology;Computer Software: Programming, Data Processing;NASDAQ;6.62
TRMB;Trimble Navigation Limited;35.88;9360371171;Capital Goods;Industrial Machinery/Components;NASDAQ;8.98
TRMK;Trustmark Corporation;23.4;1578085751;Finance;Major Banks;NASDAQ;20.37
TRNS;Transcat, Inc.;9.45;63210728.7;Capital Goods;Electrical Products;NASDAQ;4.48
TRNX;Tornier N.V.;21.54;1046007386;Health Care;Industrial Specialties;NASDAQ;10.73
TROV;TrovaGene, Inc.;4.11;77691293.01;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.94
TROW;T. Rowe Price Group, Inc.;81.73;21473231431;Finance;Investment Bankers/Brokers/Service;NASDAQ;19.17
TRS;TriMas Corporation;35;1582965440;Capital Goods;Industrial Specialties;NASDAQ;12.27
TRST;TrustCo Bank Corp NY;6.47;612485196.2;Finance;Major Banks;NASDAQ;3.93
TRUE_;TrueCar, Inc.;11.25;799180503.8;NA;NA;NASDAQ;2.21
TRVN;Trevena, Inc.;4.34;114391215.8;Health Care;Major Pharmaceuticals;NASDAQ;3.43
TSBK;Timberland Bancorp, Inc.;10.7;75391515.2;Finance;Banks;NASDAQ;11.67
TSC;TriState Capital Holdings, Inc.;13.25;380146196.8;Finance;Major Banks;NASDAQ;10.44
TSCO;Tractor Supply Company;65.05;9008966593;Consumer Services;RETAIL: Building Materials;NASDAQ;8.69
TSEM;Tower Semiconductor Ltd.;9.38;467146755.9;Technology;Semiconductors;NASDAQ;4.16
TSLA;Tesla Motors, Inc.;204.7;25401255752;Capital Goods;Auto Manufacturing;NASDAQ;7.35
TSPT;Transcept Pharmaceuticals, Inc.;3.19;60147954.02;Health Care;Major Pharmaceuticals;NASDAQ;3.69
TSRA;Tessera Technologies, Inc.;22.01;1176732736;Technology;Semiconductors;NASDAQ;8.52
TSRE;Trade Street Residential, Inc.;7.82;286025070.7;Consumer Services;Real Estate Investment Trusts;NASDAQ;6.67
TSRI;TSR, Inc.;3.07;6023530.34;Technology;EDP Services;NASDAQ;4.53
TSRO;TESARO, Inc.;26.36;948846256.6;Health Care;Major Pharmaceuticals;NASDAQ;4.75
TST;TheStreet, Inc.;2.57;88303670.85;Consumer Services;Newspapers/Magazines;NASDAQ;2.11
TSYS;TeleCommunication Systems, Inc.;3.26;193390088.4;Technology;Computer Software: Prepackaged Software;NASDAQ;1.86
TTEC;TeleTech Holdings, Inc.;26.62;1315928022;Technology;Professional Services;NASDAQ;9.28
TTEK;Tetra Tech, Inc.;26.14;1697985338;Consumer Services;Military/Government/Technical;NASDAQ;16
TTGT;TechTarget, Inc.;8.05;263183431.7;Miscellaneous;Business Services;NASDAQ;4.89
TTHI;Transition Therapeutics, Inc.;5.35;171225642.6;Consumer Durables;Specialty Chemicals;NASDAQ;1.61
TTMI;TTM Technologies, Inc.;7.46;621750857.7;Technology;Electrical Products;NASDAQ;8.34
TTPH;Tetraphase Pharmaceuticals, Inc.;10.24;264529735.7;Health Care;Major Pharmaceuticals;NASDAQ;2.93
TTS;Tile Shop Hldgs, Inc.;14.91;764005203.6;Consumer Services;Home Furnishings;NASDAQ;1.66
TTWO;Take-Two Interactive Software, Inc.;19.51;1930907744;Technology;Computer Software: Prepackaged Software;NASDAQ;10.31
TUES;Tuesday Morning Corp.;16.44;714679038.8;Consumer Services;Department/Specialty Retail Stores;NASDAQ;4.83
TWER;Towerstream Corporation;1.93;128238934.9;Consumer Services;Telecommunications Equipment;NASDAQ;0.9
TWGP;Tower Group International, Ltd.;2.08;119195910.1;Finance;Property-Casualty Insurers;NASDAQ;1.67
TWIN;Twin Disc, Incorporated;32.49;365995723.8;Technology;Industrial Machinery/Components;NASDAQ;12.94
TWMC;Trans World Entertainment Corp.;3.5;112255342.5;Consumer Services;Consumer Electronics/Video Chains;NASDAQ;5.96
TWTC;tw telecom inc.;32.51;4483981152;Public Utilities;Telecommunications Equipment;NASDAQ;3.86
TXN;Texas Instruments Incorporated;46.99;50718712606;Technology;Semiconductors;NASDAQ;9.84
TXRH;Texas Roadhouse, Inc.;25.55;1781049543;Consumer Services;Restaurants;NASDAQ;8.34
TZOO;Travelzoo Inc.;18.89;278569961.1;Technology;EDP Services;NASDAQ;2.06
TYPE;Monotype Imaging Holdings Inc.;25.82;1020517762;Technology;EDP Services;NASDAQ;7.53
UACL;Universal Truckload Services, Inc.;24.25;730487357.5;Transportation;Trucking Freight/Courier Services;NASDAQ;3.7
UBCP;United Bancorp, Inc.;7.66;41251428.64;Finance;Major Banks;NASDAQ;8.14
UBFO;United Security Bancshares;5.49;82063608.66;Finance;Major Banks;NASDAQ;5.18
UBIC;UBIC, Inc.;8.59;59117754.4;Technology;EDP Services;NASDAQ;2
UBNK;United Financial Bancorp, Inc.;13.43;348896251;Finance;Savings Institutions;NASDAQ;11.89
UBNT;Ubiquiti Networks, Inc.;34.24;3016535817;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;3.22
UBOH;United Bancshares, Inc.;14.6;50097914.4;Finance;Major Banks;NASDAQ;18.79
UBSH;Union Bankshares Corporation;24.97;1155414861;Finance;Major Banks;NASDAQ;21.05
UBSI;United Bankshares, Inc.;30.6;2113714156;Finance;Major Banks;NASDAQ;23.4
UCBA;United Community Bancorp;11.09;55893200.76;Finance;Savings Institutions;NASDAQ;15.43
UCBI;United Community Banks, Inc.;15.72;944673922.9;Finance;Major Banks;NASDAQ;11.71
UCFC;United Community Financial Corp.;3.8;192258267.8;Finance;Banks;NASDAQ;3.77
UCTT;Ultra Clean Holdings, Inc.;8.33;245256958;Technology;Semiconductors;NASDAQ;6.3
UEIC;Universal Electronics Inc.;42.96;683637086.4;Consumer Non-Durables;Consumer Electronics/Appliances;NASDAQ;18.8
UEPS;Net 1 UEPS Technologies, Inc.;11.16;560046096.7;Finance;Investment Bankers/Brokers/Service;NASDAQ;8.49
UFCS;United Fire Group, Inc;27.52;699003761.9;Finance;Property-Casualty Insurers;NASDAQ;31.82
UFPI;Universal Forest Products, Inc.;48.42;970761152.9;Basic Industries;Forest Products;NASDAQ;32.46
UFPT;UFP Technologies, Inc.;23.87;167074198.1;Capital Goods;Containers/Packaging;NASDAQ;12.56
UG;United-Guardian, Inc.;31.83;146304653.4;Consumer Non-Durables;Package Goods/Cosmetics;NASDAQ;3.4
UHAL;Amerco;278.97;5469984618;Consumer Services;Rental/Leasing Companies;NASDAQ;85.65
UIHC;United Insurance Holdings Corp.;17.38;362329046;Finance;Property-Casualty Insurers;NASDAQ;8.38
ULBI;Ultralife Corporation;3.87;67826506.23;Miscellaneous;Industrial Machinery/Components;NASDAQ;4.15
ULTA;Ulta Salon, Cosmetics & Fragrance, Inc.;86.8;5582627064;Consumer Services;Other Specialty Stores;NASDAQ;15.62
ULTI;The Ultimate Software Group, Inc.;124.18;3520320083;Technology;Computer Software: Prepackaged Software;NASDAQ;7.18
ULTR;Ultrapetrol (Bahamas) Limited;2.91;408620707.2;Transportation;Marine Transportation;NASDAQ;2.86
UMBF;UMB Financial Corporation;56.63;2573173704;Finance;Major Banks;NASDAQ;33.94
UMPQ;Umpqua Holdings Corporation;16.95;3677073489;Finance;Savings Institutions;NASDAQ;15.44
UNAM;Unico American Corporation;12.72;67939389.84;Finance;Property-Casualty Insurers;NASDAQ;13.39
UNB;Union Bankshares, Inc.;24.11;107517628.8;Finance;Major Banks;NASDAQ;11.39
UNFI;United Natural Foods, Inc.;67.29;3339288321;Consumer Non-Durables;Food Distributors;NASDAQ;23.36
UNIS;Unilife Corporation;2.77;284751878.2;Health Care;Medical/Dental Instruments;NASDAQ;0.2
UNTD;United Online, Inc.;10.49;148421058.9;Technology;Computer Software: Programming, Data Processing;NASDAQ;6.9
UNTY;Unity Bancorp, Inc.;8.6;65403799.8;Finance;Major Banks;NASDAQ;7.74
UNXL;Uni-Pixel, Inc.;5.21;64338534.87;Capital Goods;Industrial Machinery/Components;NASDAQ;3.55
UPI;Uroplasty, Inc.;2.74;59282338.6;Health Care;Medical/Dental Instruments;NASDAQ;0.62
UPIP;Unwired Planet, Inc.;2.08;229709371.8;Technology;Computer Software: Prepackaged Software;NASDAQ;0.32
URBN;Urban Outfitters, Inc.;33.49;4841346316;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;10.07
URRE;Uranium Resources, Inc.;2.7;66756498.3;Basic Industries;Precious Metals;NASDAQ;1.37
USAK;USA Truck, Inc.;16.9;177755839.3;Transportation;Trucking Freight/Courier Services;NASDAQ;9.41
USAP;Universal Stainless & Alloy Products, Inc.;29.66;209430238.8;Basic Industries;Steel/Iron Ore;NASDAQ;27.93
USAT;USA Technologies, Inc.;2.18;77506128.6;Miscellaneous;Office Equipment/Supplies/Services;NASDAQ;1.42
USBI;United Security Bancshares, Inc.;8.35;50347084.85;Finance;Major Banks;NASDAQ;11.84
USCR;U S Concrete, Inc.;23.82;337892416.8;Capital Goods;Building Materials;NASDAQ;6.14
USEG;U.S. Energy Corp.;4.25;118003434.5;Energy;Oil & Gas Production;NASDAQ;3.94
USLM;United States Lime & Minerals, Inc.;63.43;353743337.9;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels);NASDAQ;25.27
USMD;USMD Holdings, Inc.;12.21;123878191.1;Health Care;Hospital/Nursing Management;NASDAQ;16.76
USMO;USA Mobility, Inc.;15.3;331457807.7;Public Utilities;Telecommunications Equipment;NASDAQ;12.61
USTR;United Stationers Inc.;39.75;1565637662;Consumer Services;Paper;NASDAQ;21.03
UTEK;Ultratech, Inc.;24.82;696253419.8;Technology;Industrial Machinery/Components;NASDAQ;13.59
UTHR;United Therapeutics Corporation;95.58;4584904451;Health Care;Major Pharmaceuticals;NASDAQ;26.49
UTIW;UTi Worldwide Inc.;9.64;1015795884;Transportation;Oil Refining/Marketing;NASDAQ;6.57
UTMD;Utah Medical Products, Inc.;52.04;195613156;Health Care;Medical/Dental Instruments;NASDAQ;16.75
UTSI;UTStarcom Holdings Corp;2.59;103024641.9;Consumer Durables;Telecommunications Equipment;NASDAQ;3.92
UVSP;Univest Corporation of Pennsylvania;20.52;333297741.6;Finance;Major Banks;NASDAQ;17.43
VALU;Value Line, Inc.;14.95;146778038.6;Finance;Investment Managers;NASDAQ;3.37
VASC;Vascular Solutions, Inc.;20.37;348851201.6;Health Care;Medical/Dental Instruments;NASDAQ;5.82
VBFC;Village Bank and Trust Financial Corp.;1.44;7687144.8;Finance;Major Banks;NASDAQ;3.46
VCYT;Veracyte, Inc.;14.61;309327682.9;Health Care;Medical Specialities;NASDAQ;2.38
VDSI;VASCO Data Security International, Inc.;10.93;433558145.9;Technology;EDP Services;NASDAQ;4.54
VECO;Veeco Instruments Inc.;32.04;1282865997;Technology;Industrial Machinery/Components;NASDAQ;20.3
VIA;Viacom Inc.;86.71;37269803536;Consumer Services;Television Services;NASDAQ;10.25
VIAB;Viacom Inc.;86.7;37607490352;Consumer Services;Television Services;NASDAQ;10.25
VIAS;Viasystems Group, Inc.;10.21;212358269.9;Technology;Electrical Products;NASDAQ;9.76
VICL;Vical Incorporated;1.17;101598459.3;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.68
VICR;Vicor Corporation;7.17;276337830;Capital Goods;Industrial Machinery/Components;NASDAQ;3.48
VIDE;Video Display Corporation;3.3;21982580.4;Capital Goods;Electrical Products;NASDAQ;3.43
VIEW;Viewtran Group, Inc.;1.993;54834385.57;Capital Goods;Electrical Products;NASDAQ;8.59
VIMC;Vimicro International Corporation;3.57;92833166.16;Technology;Semiconductors;NASDAQ;2.5
VIP;VimpelCom Ltd.;8.48;14897080025;Public Utilities;Telecommunications Equipment;NASDAQ;4.32
VIRC;Virco Manufacturing Corporation;2.14;31497405.96;Consumer Durables;Industrial Specialties;NASDAQ;1.88
VISN;VisionChina Media, Inc.;17.61;89424231.57;Technology;Advertising;NASDAQ;3.81
VITC;Vitacost.com, Inc.;6.47;220328027.8;Consumer Services;Catalog/Specialty Distribution;NASDAQ;1.62
VIVO;Meridian Bioscience Inc.;20.08;834442692.9;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;3.86
VLCCF;Knightsbridge Tankers Limited;14;687701700;Consumer Services;Marine Transportation;NASDAQ;10.26
VLGEA;Village Super Market, Inc.;23.72;328635832.3;Consumer Services;Food Chains;NASDAQ;17.07
VNDA;Vanda Pharmaceuticals Inc.;10.17;344495254.4;Health Care;Major Pharmaceuticals;NASDAQ;0.62
VNET;21Vianet Group, Inc.;25.53;1696468500;Technology;Computer Software: Programming, Data Processing;NASDAQ;5.9
VNR;Vanguard Natural Resources LLC;30.67;2455443666;Energy;Oil & Gas Production;NASDAQ;15.07
VNRBP;Vanguard Natural Resources LLC;24.74;173180000;Energy;Oil & Gas Production;NASDAQ;15.07
VOD;Vodafone Group Plc;34.89;92242668995;Public Utilities;Telecommunications Equipment;NASDAQ;44.78
VOLC;Volcano Corporation;17.33;887774897.2;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;5.92
VOXX;VOXX International Corporation;8.9;217461905.8;Consumer Non-Durables;Electronic Components;NASDAQ;17.58
VPCO;Vapor Corp.;5.5001;90514656.19;NA;NA;NASDAQ;0.66
VPFG;ViewPoint Financial Group, Inc.;25.02;999462931.2;Finance;Savings Institutions;NASDAQ;14.38
VPRT;Vistaprint N.V.;40.26;1340084376;Miscellaneous;Publishing;NASDAQ;8.19
VRA;Vera Bradley, Inc.;26.45;1076124836;Consumer Non-Durables;Apparel;NASDAQ;6.28
VRML;Vermillion, Inc.;2.58;92445982.08;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;NASDAQ;0.64
VRNG;Vringo, Inc.;3.11;269111702.3;Consumer Services;Telecommunications Equipment;NASDAQ;1.27
VRNS;Varonis Systems, Inc.;23.55;575906018.4;Technology;Computer Software: Prepackaged Software;NASDAQ;4.18
VRNT;Verint Systems Inc.;46.08;2490036526;Technology;EDP Services;NASDAQ;11.7
VRSK;Verisk Analytics, Inc.;59.57;9911977993;Technology;EDP Services;NASDAQ;3.6
VRTA;Vestin Realty Mortgage I, Inc.;1.4589;8334189.462;Consumer Services;Real Estate Investment Trusts;NASDAQ;3.44
VRTB;Vestin Realty Mortgage II, Inc.;5.2;14087704.8;Consumer Services;Real Estate Investment Trusts;NASDAQ;11.05
VRTS;Virtus Investment Partners, Inc.;185.09;1696116637;Finance;Investment Managers;NASDAQ;55.68
VRTU;Virtusa Corporation;34.05;995281772.4;Technology;EDP Services;NASDAQ;13.17
VRTX;Vertex Pharmaceuticals Incorporated;72.63;17154794696;Health Care;Major Pharmaceuticals;NASDAQ;5.21
VSAR;Versartis, Inc.;30.18;730199305.4;Health Care;Major Pharmaceuticals;NASDAQ;8.31
VSAT;ViaSat, Inc.;54.04;2506629674;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;20.36
VSCP;VirtualScopics, Inc.;4.1;12270697.3;Health Care;Medical/Dental Instruments;NASDAQ;2.55
VSEC;VSE Corporation;62.66;335588036.7;Consumer Services;Military/Government/Technical;NASDAQ;36.06
VSTM;Verastem, Inc.;8.76;226314118.2;Health Care;Major Pharmaceuticals;NASDAQ;4.27
VTNR;Vertex Energy, Inc;10.55;237530496.5;Public Utilities;Environmental Services;NASDAQ;1.8
VTSS;Vitesse Semiconductor Corporation;3.6;211376282.4;Technology;Semiconductors;NASDAQ;0.13
VTUS;Ventrus Biosciences, Inc.;1.1801;27609925.25;Health Care;Major Pharmaceuticals;NASDAQ;0.96
VVTV;ValueVision Media, Inc.;4.38;218282788.1;Consumer Services;Catalog/Specialty Distribution;NASDAQ;1.6
VVUS;VIVUS, Inc.;4.86;502108280.5;Health Care;Major Pharmaceuticals;NASDAQ;1.37
VYFC;Valley Financial Corporation;12.99;62585625.15;Finance;Savings Institutions;NASDAQ;10.86
WABC;Westamerica Bancorporation;49.3;1296988245;Finance;Major Banks;NASDAQ;20.57
WAFD;Washington Federal, Inc.;21.52;2180616328;Finance;Savings Institutions;NASDAQ;19.46
WASH;Washington Trust Bancorp, Inc.;34.18;569960797;Finance;Major Banks;NASDAQ;20.19
WAYN;Wayne Savings Bancshares Inc.;12.1;34345111.9;Finance;Savings Institutions;NASDAQ;14.08
WBB;Westbury Bancorp, Inc.;14.3;73538336.3;Finance;Major Banks;NASDAQ;18.84
WBKC;Wolverine Bancorp, Inc.;22.3895;51355355.89;Finance;Banks;NASDAQ;29.3
WBMD;WebMD Health Corp;41.9;1623375150;Miscellaneous;Business Services;NASDAQ;4.01
WDC;Western Digital Corporation;87.66;20606112424;Technology;Electronic Components;NASDAQ;37.31
WDFC;WD-40 Company;71.72;1074220367;Basic Industries;Major Chemicals;NASDAQ;0.01
WEBK;Wellesley Bancorp, Inc.;18.82;46200559.3;Finance;Banks;NASDAQ;20.7
WEN;"Wendy&#39;s Company (The)";8.32;3051876564;Consumer Services;Restaurants;NASDAQ;4.7
WERN;Werner Enterprises, Inc.;26.47;1911398091;Transportation;Trucking Freight/Courier Services;NASDAQ;10.71
WETF;WisdomTree Investments, Inc.;10.9;1452598343;Finance;Investment Bankers/Brokers/Service;NASDAQ;1.03
WEYS;Weyco Group, Inc.;27.09;294753666.1;Consumer Non-Durables;Apparel;NASDAQ;17.64
WFBI;WashingtonFirst Bankshares Inc;14.7;113551340.7;Finance;Major Banks;NASDAQ;11.98
WFD;Westfield Financial, Inc.;7.21;140754319.4;Finance;Savings Institutions;NASDAQ;8.06
WFM;Whole Foods Market, Inc.;37.76;13879559123;Consumer Services;Food Chains;NASDAQ;10.87
WHLR;Wheeler Real Estate Investment Trust, Inc.;4.6;33194694.8;Consumer Services;Real Estate Investment Trusts;NASDAQ;2.13
WHLRP;Wheeler Real Estate Investment Trust, Inc.;25.7499;18539928;Consumer Services;Real Estate Investment Trusts;NASDAQ;2.13
WIBC;Wilshire Bancorp, Inc.;10.24;801447045.1;Finance;Major Banks;NASDAQ;5.77
WIFI;Boingo Wireless, Inc.;6.8;241681907.6;Consumer Services;Telecommunications Equipment;NASDAQ;3.81
WILC;G. Willi-Food International,  Ltd.;6.66;86408471.7;Consumer Non-Durables;Food Distributors;NASDAQ;8.28
WILN;Wi-Lan Inc;3.04;364619165.6;Miscellaneous;Multi-Sector Companies;NASDAQ;2.11
WIN;Windstream Holdings, Inc.;9.57;5767456123;Public Utilities;Telecommunications Equipment;NASDAQ;1.2
WINA;Winmark Corporation;65.7;336479790.6;Consumer Services;Other Specialty Stores;NASDAQ;3.15
WIRE;Encore Wire Corporation;48.45;1003590974;Capital Goods;Metal Fabrications;NASDAQ;22.57
WIX;Wix.com Ltd.;17.7;666711864.9;Technology;Computer Software: Programming, Data Processing;NASDAQ;1.35
WLDN;Willdan Group, Inc.;6.75;49962042;Consumer Services;Military/Government/Technical;NASDAQ;2.92
WLFC;Willis Lease Finance Corporation;18.3;154300256.4;Consumer Durables;Industrial Specialties;NASDAQ;25.75
WMAR;West Marine, Inc.;10.27;246847830.3;Consumer Durables;Automotive Aftermarket;NASDAQ;11.42
WMGI;Wright Medical Group, Inc.;30.07;1500634690;Health Care;Industrial Specialties;NASDAQ;10.07
WOOF;VCA Inc. ;33.72;2977575676;Consumer Non-Durables;Farming/Seeds/Milling;NASDAQ;15.09
WPCS;WPCS International Incorporated;0.585;1162743.075;Consumer Services;Telecommunications Equipment;NASDAQ;0.28
WPPGY;WPP plc;108.56;29283697735;Technology;Advertising;NASDAQ;47.93
WPRT;Westport Innovations Inc;14.82;933938719.7;Energy;Industrial Machinery/Components;NASDAQ;4.65
WRES;Warren Resources, Inc.;4.42;325484861.8;Energy;Oil & Gas Production;NASDAQ;3.19
WRLD;World Acceptance Corporation;79.57;819571000;Finance;Finance: Consumer Services;NASDAQ;27.78
WSBC;WesBanco, Inc.;29.34;857083307.4;Finance;Major Banks;NASDAQ;26.06
WSBF;Waterstone Financial, Inc.;10.79;371209265.6;Finance;Savings Institutions;NASDAQ;13.62
WSCI;WSI Industries Inc.;8.62;25059753.68;Technology;Industrial Machinery/Components;NASDAQ;4.33
WSFS;WSFS Financial Corporation;67.79;604228132.9;Finance;Major Banks;NASDAQ;45.89
WSTG;Wayside Technology Group, Inc.;15.34;73465146.82;Technology;Retail: Computer Software & Peripheral Equipment;NASDAQ;7.86
